%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pid_data.setpoint,field.pid_data.input
1.71193064543177E+018,3581,1.71193064542853E+018,0,0,0
1.7119306455317E+018,3582,1.71193064552853E+018,0.099932928,0,0
1.71193064563179E+018,3583,1.71193064562853E+018,0.200019456,0,0
1.71193064573212E+018,3584,1.71193064572853E+018,0.300352768,0,0
1.71193064583203E+018,3585,1.71193064582932E+018,0.400265472,0,0
1.711930645932E+018,3586,1.71193064592832E+018,0.500238592,0,0
1.71193064603212E+018,3587,1.71193064602832E+018,0.600352,0,0
1.71193064613236E+018,3588,1.71193064612932E+018,0.70059264,0,0
1.71193064623233E+018,3589,1.71193064622932E+018,0.800559872,0,0
1.71193064633237E+018,3590,1.71193064632932E+018,0.900605184,0,0
1.71193064643244E+018,3591,1.71193064642932E+018,1.000676608,0,0
1.71193064653255E+018,3592,1.71193064652932E+018,1.100779776,0,0
1.71193064663256E+018,3593,1.71193064662932E+018,1.20079872,0,0
1.71193064673279E+018,3594,1.71193064672932E+018,1.301021952,0,0
1.71193064683276E+018,3595,1.71193064682932E+018,1.400995072,0,0
1.71193064693265E+018,3596,1.71193064692932E+018,1.500884224,0,0
1.71193064703305E+018,3597,1.71193064702932E+018,1.601280256,0,0
1.71193064713293E+018,3598,1.71193064712932E+018,1.701168896,0,0
1.71193064723306E+018,3599,1.71193064722932E+018,1.801291776,0,0
1.71193064733328E+018,3600,1.71193064733032E+018,1.901513216,0,0
1.71193064743326E+018,3601,1.71193064743032E+018,2.001496576,0,0
1.71193064753659E+018,3602,1.71193064753332E+018,2.104825088,0,0
1.71193064763338E+018,3603,1.71193064763132E+018,2.201613056,0,0
1.71193064773377E+018,3604,1.71193064773032E+018,2.30200576,0,0
1.71193064783349E+018,3605,1.71193064783032E+018,2.401720576,0,0
1.7119306479336E+018,3606,1.71193064793032E+018,2.501835008,0,0
1.71193064803376E+018,3607,1.71193064803032E+018,2.60199168,0,0
1.71193064813404E+018,3608,1.71193064813232E+018,2.702276096,0,0
1.7119306482348E+018,3609,1.71193064823332E+018,2.803035392,0,0
1.71193064833603E+018,3610,1.71193064833325E+018,2.904269056,0,0
1.71193064843512E+018,3611,1.71193064843225E+018,3.003352832,0,0
1.71193064853402E+018,3612,1.71193064853025E+018,3.10225536,0,0
1.71193064863422E+018,3613,1.71193064863025E+018,3.202449664,0,0
1.71193064873424E+018,3614,1.71193064873025E+018,3.30247424,0,0
1.71193064883447E+018,3615,1.71193064883025E+018,3.402699264,0,0
1.71193064893456E+018,3616,1.71193064893125E+018,3.502794496,400.555725097656,0
1.71193064903455E+018,3617,1.71193064903025E+018,3.602784256,400.555725097656,304.68310546875
1.71193064913449E+018,3618,1.71193064913025E+018,3.702719232,400.555725097656,236.975738525391
