%time,field.header.seq,field.header.stamp,field.header.frame_id,field.speed,field.pwm,field.pid_data.input,field.pid_data.output,field.pid_data.setpoint
1711165874818106780,60210,1711165874819833692,,0.0,0.0,0.0,0.0,0.0
1711165874826358399,60211,1711165874829833692,,0.0,0.0,0.0,0.0,0.0
1711165874834668804,60212,1711165874829833692,,0.0,0.0,0.0,0.0,0.0
1711165874840144690,60213,1711165874839833692,,0.0,0.0,0.0,0.0,0.0
1711165874848499061,60214,1711165874850833692,,0.0,0.0,0.0,0.0,0.0
1711165874856783090,60215,1711165874860833692,,0.0,0.0,0.0,0.0,0.0
1711165874865249492,60216,1711165874860833692,,0.0,0.0,0.0,0.0,0.0
1711165874870702652,60217,1711165874870833692,,0.0,0.0,0.0,0.0,0.0
1711165874879172418,60218,1711165874881833692,,0.0,0.0,0.0,0.0,0.0
1711165874887538239,60219,1711165874891833692,,0.0,0.0,0.0,0.0,0.0
1711165874895801041,60220,1711165874891833692,,0.0,0.0,0.0,0.0,0.0
1711165874901323789,60221,1711165874901833692,,0.0,0.0,0.0,0.0,0.0
1711165874909594431,60222,1711165874912833692,,0.0,0.0,0.0,0.0,0.0
1711165874918003974,60223,1711165874922833692,,0.0,0.0,0.0,0.0,0.0
1711165874926316614,60224,1711165874922833692,,0.0,0.0,0.0,0.0,0.0
1711165874931759450,60225,1711165874932833692,,0.0,0.0,0.0,0.0,0.0
1711165874940117626,60226,1711165874943833692,,0.0,0.0,0.0,0.0,0.0
1711165874948414937,60227,1711165874953833692,,0.0,0.0,0.0,0.0,0.0
1711165874956939401,60228,1711165874953833692,,0.0,0.0,0.0,0.0,0.0
1711165874962498792,60229,1711165874963833692,,0.0,0.0,0.0,0.0,0.0
1711165874970700212,60230,1711165874974833692,,0.0,0.0,0.0,0.0,0.0
1711165874979011823,60231,1711165874984833692,,0.0,0.0,0.0,0.0,0.0
1711165874987383100,60232,1711165874984833692,,0.0,0.0,0.0,0.0,0.0
1711165874992878842,60233,1711165874994833692,,0.0,0.0,0.0,0.0,0.0
1711165875001276160,60234,1711165875005833692,,0.0,0.0,0.0,0.0,0.0
1711165875009685370,60235,1711165875005833692,,0.0,0.0,0.0,0.0,0.0
1711165875017977657,60236,1711165875015833692,,0.0,0.0,0.0,0.0,0.0
1711165875023498106,60237,1711165875025833692,,0.0,0.0,0.0,0.0,0.0
1711165875031892927,60238,1711165875036833692,,0.0,0.0,0.0,0.0,0.0
1711165875040237098,60239,1711165875036833692,,0.0,0.0,0.0,0.0,0.0
1711165875048600230,60240,1711165875046833692,,0.0,0.0,0.0,0.0,0.0
1711165875054053704,60241,1711165875056833692,,0.0,0.0,0.0,0.0,0.0
1711165875062475667,60242,1711165875067833692,,0.0,0.0,0.0,0.0,0.0
1711165875070753010,60243,1711165875067833692,,0.0,0.0,0.0,0.0,0.0
1711165875079202178,60244,1711165875077833692,,0.0,0.0,0.0,0.0,0.0
1711165875084636879,60245,1711165875087833692,,0.0,0.0,0.0,0.0,0.0
1711165875092846524,60246,1711165875098833692,,0.0,0.0,0.0,0.0,0.0
1711165875101416746,60247,1711165875098833692,,0.0,0.0,0.0,0.0,0.0
1711165875109624593,60248,1711165875108833692,,0.0,0.0,0.0,0.0,0.0
1711165875115270490,60249,1711165875118833692,,0.0,0.0,0.0,0.0,0.0
1711165875123405169,60250,1711165875129833692,,0.0,0.0,0.0,0.0,0.0
1711165875131824025,60251,1711165875129833692,,0.0,0.0,0.0,0.0,0.0
1711165875140111686,60252,1711165875139833692,,0.0,0.0,0.0,0.0,0.0
1711165875145782457,60253,1711165875149833692,,0.0,0.0,0.0,0.0,0.0
1711165875154156525,60254,1711165875160833692,,0.0,0.0,0.0,0.0,0.0
1711165875162382244,60255,1711165875160833692,,0.0,0.0,0.0,0.0,0.0
1711165875170782234,60256,1711165875170833692,,0.0,0.0,0.0,0.0,0.0
1711165875176314273,60257,1711165875180833692,,0.0,0.0,0.0,0.0,0.0
1711165875184608880,60258,1711165875180833692,,0.0,0.0,0.0,0.0,0.0
1711165875192871887,60259,1711165875191833692,,0.0,0.0,0.0,0.0,0.0
1711165875201351222,60260,1711165875201833692,,0.0,0.0,0.0,0.0,0.0
1711165875206778673,60261,1711165875211833692,,0.0,0.0,0.0,0.0,0.0
1711165875215253204,60262,1711165875211833692,,0.0,0.0,0.0,0.0,0.0
1711165875223576534,60263,1711165875222833692,,0.0,0.0,0.0,0.0,0.0
1711165875231896356,60264,1711165875232833692,,0.0,0.0,0.0,0.0,0.0
1711165875237371630,60265,1711165875242833692,,0.0,0.0,0.0,0.0,0.0
1711165875245765283,60266,1711165875242833692,,0.0,0.0,0.0,0.0,0.0
1711165875254065986,60267,1711165875253833692,,0.0,0.0,0.0,0.0,0.0
1711165875262506994,60268,1711165875263833692,,0.0,0.0,0.0,0.0,0.0
1711165875267898286,60269,1711165875273833692,,0.0,0.0,0.0,0.0,0.0
1711165875276381747,60270,1711165875273833692,,0.0,0.0,0.0,0.0,0.0
1711165875284585878,60271,1711165875284833692,,0.0,0.0,0.0,0.0,0.0
1711165875293028964,60272,1711165875294833692,,0.0,0.0,0.0,0.0,0.0
1711165875298553817,60273,1711165875304833692,,0.0,0.0,0.0,0.0,0.0
1711165875306865990,60274,1711165875304833692,,0.0,0.0,0.0,0.0,0.0
1711165875315330612,60275,1711165875315833692,,0.0,0.0,0.0,0.0,0.0
1711165875323458926,60276,1711165875325833692,,0.0,0.0,0.0,0.0,0.0
1711165875329194647,60277,1711165875335833692,,0.0,0.0,0.0,0.0,0.0
1711165875337420398,60278,1711165875335833692,,0.0,0.0,0.0,0.0,0.0
1711165875345701327,60279,1711165875346833692,,0.0,0.0,0.0,0.0,0.0
1711165875354087711,60280,1711165875356833692,,0.0,0.0,0.0,0.0,0.0
1711165875359629201,60281,1711165875356833692,,0.0,0.0,0.0,0.0,0.0
1711165875367983618,60282,1711165875366833692,,0.0,0.0,0.0,0.0,0.0
1711165875376223168,60283,1711165875377833692,,0.0,0.0,0.0,0.0,0.0
1711165875384624287,60284,1711165875387833692,,0.0,0.0,0.0,0.0,0.0
1711165875390184368,60285,1711165875387833692,,0.0,0.0,0.0,0.0,0.0
1711165875398486234,60286,1711165875397833692,,0.0,0.0,0.0,0.0,0.0
1711165875406816365,60287,1711165875408833692,,0.0,0.0,0.0,0.0,0.0
1711165875415246679,60288,1711165875418833692,,0.0,0.0,0.0,0.0,0.0
1711165875420703602,60289,1711165875418833692,,0.0,0.0,0.0,0.0,0.0
1711165875429090880,60290,1711165875428833692,,0.0,0.0,0.0,0.0,0.0
1711165875437331975,60291,1711165875439833692,,0.0,0.0,0.0,0.0,0.0
1711165875445638845,60292,1711165875449833692,,0.0,0.0,0.0,0.0,0.0
1711165875451527244,60293,1711165875449833692,,0.0,0.0,0.0,0.0,0.0
1711165875459571148,60294,1711165875459833692,,0.0,0.0,0.0,0.0,0.0
1711165875467917519,60295,1711165875470833692,,0.0,0.0,0.0,0.0,0.0
1711165875476264259,60296,1711165875480833692,,0.0,0.0,0.0,0.0,0.0
1711165875481832933,60297,1711165875480833692,,0.0,0.0,0.0,0.0,0.0
1711165875490204322,60298,1711165875490833692,,0.0,0.0,0.0,0.0,0.0
1711165875498436861,60299,1711165875501833692,,0.0,0.0,0.0,0.0,0.0
1711165875506817834,60300,1711165875511833692,,0.0,0.0,0.0,0.0,0.0
1711165875512288283,60301,1711165875511833692,,0.0,0.0,0.0,0.0,0.0
1711165875520777459,60302,1711165875521833692,,0.0,0.0,0.0,0.0,0.0
1711165875529024092,60303,1711165875532833692,,0.0,0.0,0.0,0.0,0.0
1711165875537405210,60304,1711165875532833692,,0.0,0.0,0.0,0.0,0.0
1711165875542893587,60305,1711165875542833692,,0.0,0.0,0.0,0.0,0.0
1711165875551201107,60306,1711165875552833692,,0.0,0.0,0.0,0.0,0.0
1711165875559589420,60307,1711165875563833692,,0.0,0.0,0.0,0.0,0.0
